time,fish_state,fish_x,fish_y,fish_suck_strength,fish_to_bait_dist,bait_x,bait_y,bait_vx,bait_vy,bait_speed,float_y,float_vy,rod_tip_y,line_length,line_tension,bait_mass_ratio
0.000,IDLE,0.100000,-0.300000,0.000000,0.111803,0.000000,-0.350000,0.000000,0.000000,0.000000,0.100000,0.000000,0.700000,0.600000,0.000000,1.000000
0.017,APPROACH,0.099954,-0.300008,0.000000,0.111753,0.000000,-0.349986,0.000000,0.000040,0.000040,0.100014,0.001604,0.700000,0.599986,0.000000,0.999944
0.033,APPROACH,0.098613,-0.300679,0.000000,0.110243,-0.000009,-0.349946,-0.000002,0.000045,0.000045,0.100054,0.003081,0.700000,0.599946,0.000000,0.999889
0.050,APPROACH,0.097271,-0.301349,0.000000,0.108732,-0.000028,-0.349884,-0.000003,0.000050,0.000050,0.100116,0.004312,0.700000,0.599884,0.000000,0.999833
0.067,APPROACH,0.095929,-0.302019,0.000000,0.107213,-0.000048,-0.349802,-0.000003,0.000053,0.000053,0.100197,0.005199,0.700000,0.599803,0.000000,0.999778
0.083,APPROACH,0.094586,-0.302687,0.000000,0.105693,-0.000071,-0.349710,-0.000004,0.000056,0.000056,0.100290,0.005674,0.700000,0.599710,0.000000,0.999722
0.100,APPROACH,0.093243,-0.303355,0.000000,0.104186,-0.000111,-0.349613,-0.000007,0.000057,0.000057,0.100387,0.005703,0.700000,0.599613,0.000000,0.999667
0.117,APPROACH,0.091898,-0.304021,0.000000,0.102694,-0.000166,-0.349519,-0.000009,0.000057,0.000057,0.100481,0.005285,0.700000,0.599519,0.000000,0.999611
0.133,APPROACH,0.090554,-0.304685,0.000000,0.101216,-0.000232,-0.349436,-0.000011,0.000054,0.000055,0.100563,0.004457,0.700000,0.599437,0.000000,0.999556
0.150,APPROACH,0.089208,-0.305349,0.000000,0.099756,-0.000309,-0.349371,-0.000013,0.000051,0.000052,0.100629,0.003284,0.700000,0.599371,0.000000,0.999500
0.167,APPROACH,0.087862,-0.306011,0.000000,0.098322,-0.000404,-0.349327,-0.000016,0.000047,0.000049,0.100673,0.001859,0.700000,0.599327,0.000000,0.999444
0.183,APPROACH,0.086516,-0.306671,0.000000,0.096910,-0.000511,-0.349308,-0.000018,0.000042,0.000046,0.100691,0.000293,0.700000,0.599309,0.000000,0.999389
0.200,APPROACH,0.085169,-0.307331,0.000000,0.095523,-0.000632,-0.349317,-0.000021,0.000037,0.000042,0.100683,-0.001291,0.700000,0.599317,0.000000,0.999333
0.217,APPROACH,0.083821,-0.307991,0.000000,0.094157,-0.000765,-0.349351,-0.000023,0.000031,0.000039,0.100648,-0.002765,0.700000,0.599352,0.000000,0.999278
0.233,APPROACH,0.082474,-0.308650,0.000000,0.092806,-0.000903,-0.349408,-0.000024,0.000027,0.000036,0.100591,-0.004011,0.700000,0.599409,0.000000,0.999222
0.250,APPROACH,0.081126,-0.309308,0.000000,0.091476,-0.001055,-0.349484,-0.000026,0.000023,0.000035,0.100515,-0.004929,0.700000,0.599485,0.000000,0.999167
0.267,APPROACH,0.079779,-0.309967,0.000000,0.090160,-0.001217,-0.349572,-0.000028,0.000021,0.000035,0.100426,-0.005448,0.700000,0.599574,0.000000,0.999111
0.283,APPROACH,0.078431,-0.310626,0.000000,0.088840,-0.001372,-0.349665,-0.000026,0.000019,0.000033,0.100333,-0.005531,0.700000,0.599667,0.000000,0.999056
0.300,APPROACH,0.077084,-0.311285,0.000000,0.087522,-0.001530,-0.349756,-0.000027,0.000020,0.000033,0.100242,-0.005172,0.700000,0.599758,0.000000,0.999000
0.317,APPROACH,0.075736,-0.311944,0.000000,0.086167,-0.001652,-0.349837,-0.000021,0.000021,0.000030,0.100160,-0.004404,0.700000,0.599840,0.000000,0.998944
0.333,APPROACH,0.074389,-0.312604,0.000000,0.084815,-0.001784,-0.349902,-0.000023,0.000024,0.000033,0.100095,-0.003287,0.700000,0.599905,0.000000,0.998889
0.500,APPROACH,0.060890,-0.319145,0.000000,0.070750,-0.003047,-0.349435,-0.000023,0.000053,0.000057,0.100557,0.004537,0.700000,0.599443,0.000000,0.998333
0.667,APPROACH,0.047304,-0.325501,0.000000,0.057544,-0.004906,-0.349697,-0.000051,0.000019,0.000054,0.100286,-0.005094,0.700000,0.599715,0.000000,0.997778
0.833,APPROACH,0.033645,-0.331699,0.000000,0.045048,-0.007699,-0.349587,-0.000040,0.000054,0.000067,0.100378,0.005293,0.700000,0.599626,0.000000,0.997222
1.000,APPROACH,0.019798,-0.337467,0.000000,0.031914,-0.009776,-0.349462,-0.000039,0.000017,0.000043,0.100499,-0.004722,0.700000,0.599514,0.000000,0.996667
1.167,ATTACK,0.005864,-0.343315,3.000000,0.001075,0.005124,-0.342536,0.000003,0.000514,0.000514,0.107407,0.001533,0.700000,0.592721,0.000000,0.996111
1.333,COOLDOWN,-0.008305,-0.349643,0.000000,0.017760,0.003965,-0.336803,0.000001,-0.000226,0.000226,0.107789,-0.274946,0.700000,0.593546,0.000000,0.995536
1.500,COOLDOWN,-0.000582,-0.346511,0.000000,0.031801,0.006468,-0.315501,0.000000,-0.000234,0.000234,0.122488,-0.341963,0.699964,0.578545,0.000000,0.994981
1.667,COOLDOWN,0.007140,-0.343379,0.000000,0.022979,0.006966,-0.320400,0.000000,-0.000234,0.000234,0.128045,-0.177199,0.700173,0.572996,0.000000,0.994425
1.833,COOLDOWN,0.014862,-0.340246,0.000000,0.026035,0.007843,-0.315176,0.000035,0.000540,0.000541,0.134370,0.068917,0.700020,0.566346,0.000000,0.993869
2.000,COOLDOWN,0.022584,-0.337114,0.000000,0.017458,0.007894,-0.327682,0.000000,-0.000234,0.000234,0.120516,0.352549,0.699503,0.579536,0.000000,0.993314
2.167,COOLDOWN,0.030307,-0.333982,0.000000,0.022247,0.008283,-0.330843,0.000000,-0.000234,0.000234,0.098422,0.299296,0.700013,0.602027,0.202686,0.992758
2.333,IDLE,0.038029,-0.330850,0.000000,0.029648,0.008841,-0.325646,0.000000,-0.000234,0.000234,0.108174,-0.288675,0.699945,0.592128,0.000000,0.992203
2.500,APPROACH,0.025673,-0.328056,0.000000,0.018118,0.007743,-0.325452,-0.000034,-0.000187,0.000191,0.117786,-0.268297,0.699978,0.582488,0.000000,0.991647
2.667,APPROACH,0.011790,-0.326873,0.000000,0.006610,0.006875,-0.322454,-0.000007,-0.000189,0.000189,0.126650,-0.158224,0.700159,0.573755,0.000000,0.991091
2.833,APPROACH,0.005553,-0.323595,0.000000,0.001919,0.007436,-0.323222,0.000042,0.000543,0.000545,0.126710,0.087216,0.700014,0.573505,0.000000,0.990536
3.000,APPROACH,0.008571,-0.338288,0.000000,0.007333,0.009429,-0.331006,0.000045,0.000009,0.000046,0.118972,0.341505,0.699540,0.580733,0.000000,0.989980
3.167,APPROACH,0.010248,-0.326331,0.000000,0.004332,0.011073,-0.330584,0.000011,-0.000191,0.000191,0.098509,0.221325,0.700012,0.601640,0.164039,0.989425
3.333,ATTACK,0.011723,-0.320395,0.000000,0.009380,0.012349,-0.329754,0.000002,-0.000231,0.000231,0.107260,-0.262383,0.699956,0.592814,0.000000,0.988869
3.500,ATTACK,0.012551,-0.335471,2.539445,0.018430,0.013550,-0.317068,0.000056,0.016347,0.016347,0.132930,-0.701993,0.699989,0.567190,0.000000,0.988302
3.667,COOLDOWN,0.013703,-0.349081,0.000000,0.016158,0.029629,-0.346355,0.000000,-0.000233,0.000233,0.100931,-0.096211,0.699998,0.599288,0.000000,0.987729
3.833,COOLDOWN,0.013697,-0.349002,0.000000,0.020737,0.026851,-0.332971,-0.000000,-0.000232,0.000232,0.109764,-0.215406,0.699966,0.590431,0.000000,0.987173
4.000,COOLDOWN,0.013691,-0.348923,0.000000,0.027497,0.024797,-0.323768,-0.000000,-0.000232,0.000232,0.122156,-0.221474,0.700061,0.578064,0.000000,0.986618
4.167,COOLDOWN,0.013685,-0.348844,0.000000,0.027017,0.023715,-0.323757,-0.000029,0.000146,0.000149,0.124896,-0.023442,0.700139,0.575349,0.000000,0.986062
4.333,COOLDOWN,0.013680,-0.348765,0.000000,0.023113,0.023018,-0.327623,-0.000084,0.000958,0.000962,0.121259,0.200861,0.699785,0.578591,0.000000,0.985506
4.500,COOLDOWN,0.013674,-0.348685,0.000000,0.016002,0.022610,-0.335411,-0.000000,-0.000232,0.000232,0.109055,0.441185,0.699669,0.590650,0.000000,0.984951
4.667,APPROACH,0.013588,-0.348540,0.000000,0.017127,0.021626,-0.333417,-0.000000,-0.000232,0.000232,0.102498,-0.227455,0.699988,0.597508,0.000000,0.984395
4.833,APPROACH,0.019300,-0.334778,0.000000,0.004679,0.022476,-0.331343,0.000039,-0.000247,0.000250,0.111256,-0.244842,0.699953,0.588706,0.000000,0.983840
5.000,APPROACH,0.023919,-0.320507,0.000000,0.008346,0.024212,-0.328848,0.000065,-0.000244,0.000253,0.119199,-0.180306,0.700051,0.580855,0.000000,0.983284
5.167,APPROACH,0.026060,-0.332458,0.000000,0.006296,0.028047,-0.326484,0.000073,0.000187,0.000201,0.122604,-0.010670,0.700122,0.577518,0.000000,0.982728
5.333,APPROACH,0.028977,-0.344404,0.000000,0.015539,0.033929,-0.329675,0.000007,0.000907,0.000908,0.119114,0.191511,0.699809,0.580696,0.000000,0.982173
5.500,APPROACH,0.034603,-0.330528,0.000000,0.006812,0.038299,-0.336250,0.000083,-0.000211,0.000227,0.108050,0.406200,0.699701,0.591657,0.000000,0.981617
5.667,APPROACH,0.040033,-0.322607,0.000000,0.012581,0.042100,-0.335017,0.000083,-0.000277,0.000289,0.102435,-0.217137,0.699989,0.597570,0.000000,0.981062
5.833,APPROACH,0.042908,-0.337328,0.000000,0.006260,0.046302,-0.332068,0.000116,-0.000256,0.000281,0.110811,-0.232409,0.699957,0.589175,0.000000,0.980506
6.000,APPROACH,0.046351,-0.337456,0.000000,0.009602,0.049595,-0.328419,0.000065,-0.000230,0.000239,0.118504,-0.169958,0.700047,0.581589,0.000000,0.979950
6.167,APPROACH,0.050326,-0.322992,0.000000,0.003168,0.051802,-0.325795,0.000025,0.000180,0.000182,0.122149,-0.008228,0.700118,0.578037,0.000000,0.979395
6.333,APPROACH,0.052682,-0.329088,0.000000,0.000504,0.052632,-0.328586,-0.000092,0.000910,0.000915,0.119437,0.192485,0.699807,0.580465,0.000000,0.978839
6.500,APPROACH,0.054208,-0.344010,0.000000,0.007169,0.053385,-0.336888,0.000027,-0.000242,0.000244,0.108767,0.427542,0.699683,0.591042,0.000000,0.978283
6.667,ATTACK,0.055798,-0.359050,3.000000,0.073020,0.053472,-0.286068,-0.000098,0.001491,0.001494,0.163194,0.274615,0.699265,0.536785,0.000000,0.977704
6.833,COOLDOWN,0.057912,-0.373881,0.000000,0.078175,0.053267,-0.295844,-0.000000,-0.000230,0.000230,0.103368,-0.311788,0.700062,0.597869,0.000000,0.977148
7.000,COOLDOWN,0.057919,-0.373940,0.000000,0.064600,0.053267,-0.309507,-0.000000,-0.000230,0.000230,0.117501,-0.358161,0.699889,0.583410,0.000000,0.976593
7.167,COOLDOWN,0.057925,-0.373999,0.000000,0.051042,0.053267,-0.323171,-0.000000,-0.000230,0.000230,0.117283,-0.161694,0.700048,0.583703,0.000000,0.976037
7.333,COOLDOWN,0.057932,-0.374059,0.000000,0.060153,0.052220,-0.314178,-0.000011,-0.000000,0.000011,0.135336,-0.092806,0.700219,0.565750,0.000000,0.975482
7.500,COOLDOWN,0.057939,-0.374118,0.000000,0.049250,0.052091,-0.325217,-0.000026,0.000294,0.000295,0.124242,0.207446,0.699751,0.576292,0.000000,0.974926
7.667,COOLDOWN,0.057946,-0.374177,0.000000,0.041402,0.051814,-0.333231,-0.000000,-0.000229,0.000229,0.114690,0.590276,0.699513,0.585546,0.000000,0.974370
7.833,IDLE,0.057953,-0.374237,0.000000,0.049215,0.050745,-0.325552,-0.000000,-0.000229,0.000229,0.103444,-0.265806,0.699983,0.597201,0.000000,0.973815
8.000,ATTACK,0.056267,-0.361781,1.233337,0.016625,0.056092,-0.345157,-0.000347,0.007279,0.007288,0.103990,-0.576280,0.699941,0.596627,0.000000,0.973259
8.167,ATTACK,0.055253,-0.354771,1.303795,0.080519,0.066853,-0.275092,-0.000000,-0.000229,0.000229,0.144247,-0.481240,0.699777,0.555544,0.000000,0.972676
8.333,COOLDOWN,0.055790,-0.358482,0.000000,0.070600,0.066853,-0.288755,-0.000000,-0.000229,0.000229,0.130537,0.086992,0.700024,0.569498,0.000000,0.972120
8.500,COOLDOWN,0.056983,-0.366730,0.000000,0.065065,0.066853,-0.302418,-0.000000,-0.000229,0.000229,0.107157,0.178800,0.699778,0.592621,0.000000,0.971565
8.667,COOLDOWN,0.058176,-0.374977,0.000000,0.059532,0.066853,-0.316081,-0.000000,-0.000229,0.000229,0.099790,-0.071672,0.700005,0.600235,0.023528,0.971009
8.833,COOLDOWN,0.059370,-0.383224,0.000000,0.054001,0.066853,-0.329744,-0.000000,-0.000228,0.000228,0.104020,-0.053543,0.699989,0.596018,0.000000,0.970454
9.000,COOLDOWN,0.060563,-0.391472,0.000000,0.056478,0.065843,-0.335241,-0.000030,0.000020,0.000037,0.111458,-0.027978,0.700044,0.588697,0.000000,0.969898
9.167,COOLDOWN,0.061757,-0.399719,0.000000,0.060795,0.064716,-0.338996,-0.000060,0.000304,0.000309,0.108193,0.061423,0.700004,0.591988,0.000000,0.969343
9.333,APPROACH,0.062920,-0.398669,0.000000,0.051754,0.064318,-0.346934,-0.000029,0.000107,0.000111,0.100734,0.021182,0.699946,0.599499,0.000000,0.968787
9.500,APPROACH,0.063135,-0.383671,0.000000,0.036514,0.063004,-0.347157,-0.000031,-0.000003,0.000031,0.101313,-0.016901,0.700001,0.599250,0.000000,0.968231
9.667,APPROACH,0.062795,-0.368676,0.000000,0.026719,0.061756,-0.341977,0.000000,0.000000,0.000000,0.107162,-0.048435,0.700009,0.593818,0.000000,0.967676
9.833,APPROACH,0.062304,-0.353685,0.000000,0.031146,0.060958,-0.322568,-0.000005,0.000118,0.000119,0.126769,-0.040203,0.700132,0.574527,0.000000,0.967120
10.000,APPROACH,0.061447,-0.338710,0.000000,0.023656,0.060161,-0.315089,-0.000058,0.001208,0.001209,0.134209,0.230956,0.699637,0.566511,0.000000,0.966564
10.167,APPROACH,0.061036,-0.323719,0.000000,0.001649,0.062034,-0.325031,0.000049,-0.000244,0.000249,0.111292,0.485499,0.699623,0.589301,0.000000,0.966009
10.333,APPROACH,0.061789,-0.320667,0.000000,0.010113,0.062930,-0.330715,0.000016,-0.000228,0.000228,0.102859,-0.240288,0.699986,0.598037,0.000000,0.965453
10.500,APPROACH,0.062511,-0.320621,0.000000,0.001855,0.063207,-0.322340,0.000029,-0.000265,0.000267,0.114659,-0.310740,0.699927,0.586110,0.000000,0.964897
10.667,APPROACH,0.063857,-0.326526,0.000000,0.002615,0.064075,-0.323920,0.000000,-0.000261,0.000261,0.122687,-0.225858,0.700065,0.578175,0.000000,0.964342
10.833,APPROACH,0.064483,-0.332500,0.000000,0.014246,0.062021,-0.318469,-0.000038,0.000085,0.000093,0.130353,-0.055586,0.700176,0.570586,0.000000,0.963786
11.000,APPROACH,0.061508,-0.317799,0.000000,0.005709,0.061808,-0.323500,-0.000087,0.001037,0.001041,0.125292,0.212586,0.699744,0.575176,0.000000,0.963231
11.167,ATTACK,0.061634,-0.320769,0.406006,0.002761,0.061691,-0.323530,-0.000009,0.000052,0.000053,0.107473,0.361596,0.699752,0.592975,0.000000,0.962675
11.333,ATTACK,0.064214,-0.335449,1.540251,0.067459,0.131495,-0.330543,0.000009,-0.000222,0.000222,0.103182,-0.347070,0.699991,0.598267,0.000000,0.962098
11.500,COOLDOWN,0.065551,-0.340834,0.000000,0.071737,0.122799,-0.297604,-0.000000,-0.000226,0.000226,0.121329,-0.397068,0.699848,0.580067,0.000000,0.961542
11.667,COOLDOWN,0.064270,-0.332600,0.000000,0.067774,0.119583,-0.293437,-0.000000,-0.000226,0.000226,0.145004,-0.335795,0.700392,0.556837,0.000000,0.960987
11.833,COOLDOWN,0.062989,-0.324365,0.000000,0.063102,0.116800,-0.291406,-0.000272,0.001315,0.001343,0.151762,0.235730,0.699314,0.548913,0.000000,0.960431
12.000,COOLDOWN,0.061708,-0.316131,0.000000,0.056373,0.116219,-0.301762,-0.000000,-0.000226,0.000226,0.097429,0.580350,0.700055,0.603920,0.392041,0.959875
12.167,COOLDOWN,0.060428,-0.307897,0.000000,0.053829,0.114016,-0.302814,-0.000000,-0.000226,0.000226,0.112837,-0.356390,0.699891,0.588245,0.000000,0.959320
12.333,COOLDOWN,0.059147,-0.299662,0.000000,0.056059,0.113489,-0.313432,-0.000000,-0.000226,0.000226,0.125907,-0.267071,0.700071,0.575368,0.000000,0.958764
12.500,APPROACH,0.062619,-0.295525,0.000000,0.051300,0.111178,-0.312067,-0.000036,0.000050,0.000062,0.131828,-0.065797,0.700187,0.569583,0.000000,0.958208
12.667,APPROACH,0.076254,-0.301713,0.000000,0.036354,0.110373,-0.314264,-0.000188,0.001107,0.001123,0.129816,0.222619,0.699695,0.571118,0.000000,0.957653
12.833,APPROACH,0.089953,-0.307649,0.000000,0.026282,0.111548,-0.322628,0.000054,-0.000209,0.000216,0.114850,0.580796,0.699523,0.585926,0.000000,0.957097
13.000,APPROACH,0.103701,-0.313112,0.000000,0.010546,0.111917,-0.319724,0.000039,-0.000202,0.000205,0.103694,-0.263389,0.699983,0.597551,0.000000,0.956542
13.167,ATTACK,0.112465,-0.326267,3.000000,0.117890,-0.005212,-0.319185,-0.011287,0.008557,0.014164,0.127795,-0.283326,0.699930,0.574048,0.000000,0.955972
13.333,COOLDOWN,0.114737,-0.347756,0.000000,0.122019,-0.004186,-0.320441,0.000031,0.000099,0.000104,0.127473,-0.041716,0.700162,0.574022,0.000000,0.955411
13.500,COOLDOWN,0.108245,-0.342531,0.000000,0.113772,-0.002824,-0.317878,0.000112,0.001134,0.001139,0.130592,0.225274,0.699686,0.570124,0.000000,0.954855
13.667,COOLDOWN,0.101754,-0.337305,0.000000,0.104733,-0.002404,-0.326346,0.000000,-0.000225,0.000225,0.110126,0.453113,0.699654,0.590314,0.000000,0.954300
13.833,COOLDOWN,0.095262,-0.332080,0.000000,0.097112,-0.001850,-0.332120,0.000000,-0.000225,0.000225,0.102966,-0.230915,0.699987,0.597635,0.000000,0.953744
14.000,COOLDOWN,0.088770,-0.326855,0.000000,0.089602,-0.000816,-0.328541,0.000000,-0.000224,0.000224,0.112528,-0.263318,0.699947,0.587911,0.000000,0.953188
14.167,COOLDOWN,0.082279,-0.321630,0.000000,0.082717,-0.000134,-0.328721,0.000000,-0.000224,0.000224,0.119506,-0.177933,0.700051,0.580942,0.000000,0.952633
14.333,IDLE,0.075787,-0.316404,0.000000,0.076340,0.000452,-0.328748,0.000018,0.000201,0.000202,0.120859,0.000031,0.700109,0.579569,0.000000,0.952077
14.500,APPROACH,0.062190,-0.319236,0.000000,0.062422,0.001734,-0.334780,0.000058,0.000775,0.000777,0.114953,0.166374,0.699853,0.585153,0.000000,0.951522
14.667,APPROACH,0.047771,-0.323278,0.000000,0.048079,0.003629,-0.342334,0.000037,-0.000236,0.000239,0.104294,0.241819,0.699822,0.595730,0.000000,0.950966
14.833,ATTACK,0.035226,-0.329766,3.000000,0.102084,-0.066488,-0.338444,-0.008973,0.001543,0.009104,0.105046,-0.169617,0.699994,0.595028,0.000000,0.950409
15.000,ATTACK,0.030046,-0.343730,0.934210,0.095202,-0.065118,-0.341047,0.000029,-0.000004,0.000029,0.105102,-0.029970,0.699996,0.594928,0.000000,0.949852
15.167,COOLDOWN,0.035625,-0.347841,0.000000,0.099346,-0.062510,-0.332375,0.000076,0.000443,0.000449,0.114753,0.085274,0.700007,0.585372,0.000000,0.949296
15.333,COOLDOWN,0.043595,-0.345407,0.000000,0.105772,-0.062145,-0.342785,0.000000,-0.000223,0.000223,0.103615,0.099329,0.699873,0.596434,0.000000,0.948740
15.500,COOLDOWN,0.051565,-0.342973,0.000000,0.112737,-0.061115,-0.346546,0.000000,-0.000223,0.000223,0.100959,-0.084750,0.700003,0.599303,0.000000,0.948185
15.667,COOLDOWN,0.059535,-0.340540,0.000000,0.118501,-0.058891,-0.336318,0.000000,-0.000223,0.000223,0.109076,-0.176524,0.699975,0.591207,0.000000,0.947629
15.833,COOLDOWN,0.067505,-0.338106,0.000000,0.125222,-0.057701,-0.336033,0.000018,-0.000002,0.000019,0.112407,-0.086662,0.700027,0.587970,0.000000,0.947074
16.000,COOLDOWN,0.075475,-0.335672,0.000000,0.132476,-0.056930,-0.340018,0.000033,0.000192,0.000195,0.108595,0.026263,0.700044,0.591845,0.000000,0.946518
16.167,APPROACH,0.069682,-0.335505,0.000000,0.124785,-0.054908,-0.328528,0.000141,0.001683,0.001689,0.120353,0.351277,0.699563,0.579674,0.000000,0.945962
16.333,APPROACH,0.054743,-0.334207,0.000000,0.108641,-0.053839,-0.330621,0.000002,-0.000238,0.000238,0.099266,0.112881,0.700011,0.601210,0.120979,0.945407
16.500,APPROACH,0.039751,-0.333780,0.000000,0.092145,-0.052387,-0.334864,0.000011,-0.000229,0.000230,0.106720,-0.217462,0.699968,0.593710,0.000000,0.944851
16.667,APPROACH,0.024762,-0.333766,0.000000,0.075532,-0.050768,-0.333323,0.000008,-0.000247,0.000247,0.113887,-0.184912,0.699987,0.586565,0.000000,0.944295
16.833,APPROACH,0.009785,-0.334042,0.000000,0.060055,-0.050176,-0.330674,-0.000004,0.000000,0.000004,0.118527,-0.073307,0.700092,0.582035,0.000000,0.943740
17.000,APPROACH,-0.005175,-0.334597,0.000000,0.045205,-0.050253,-0.331214,0.000036,0.000504,0.000505,0.117989,0.089812,0.700008,0.582493,0.000000,0.943184
17.167,APPROACH,-0.020088,-0.335062,0.000000,0.030346,-0.050338,-0.337481,0.000045,0.000867,0.000868,0.111733,0.245118,0.699725,0.588472,0.000000,0.942629
17.333,APPROACH,-0.034967,-0.335049,0.000000,0.017135,-0.051209,-0.340509,-0.000017,-0.000251,0.000252,0.099516,0.102493,0.700007,0.600980,0.097973,0.942073
17.500,APPROACH,-0.049068,-0.332670,0.000000,0.005025,-0.050849,-0.337368,-0.000010,-0.000237,0.000237,0.106246,-0.197685,0.699974,0.594217,0.000000,0.941517
17.667,APPROACH,-0.051065,-0.341254,0.000000,0.006174,-0.050225,-0.335138,0.000001,-0.000249,0.000249,0.112846,-0.165631,0.699988,0.587636,0.000000,0.940962
17.833,ATTACK,-0.047960,-0.355374,1.233337,0.016864,-0.046721,-0.338556,0.000443,0.007879,0.007892,0.110879,-0.459970,0.700080,0.589697,0.000000,0.940406
18.000,ATTACK,-0.044855,-0.364771,1.303795,0.086728,-0.046938,-0.278068,0.000000,-0.000221,0.000221,0.153830,-0.461363,0.699894,0.546198,0.000000,0.939833
18.167,COOLDOWN,-0.043299,-0.367410,0.000000,0.075767,-0.046938,-0.291730,0.000000,-0.000221,0.000221,0.125986,0.222820,0.699700,0.573829,0.000000,0.939277
18.333,COOLDOWN,-0.043293,-0.367457,0.000000,0.062172,-0.046938,-0.305392,0.000000,-0.000221,0.000221,0.101410,0.103386,0.699884,0.598605,0.000000,0.938722
18.500,COOLDOWN,-0.043286,-0.367504,0.000000,0.048587,-0.046938,-0.319054,0.000000,-0.000221,0.000221,0.102817,-0.079732,0.699995,0.597352,0.000000,0.938166
18.667,COOLDOWN,-0.043280,-0.367551,0.000000,0.035027,-0.046938,-0.332715,0.000000,-0.000221,0.000221,0.108682,-0.044056,0.700010,0.591552,0.000000,0.937611
18.833,COOLDOWN,-0.043273,-0.367597,0.000000,0.042450,-0.045602,-0.325211,0.000048,0.000559,0.000561,0.123921,0.094248,0.700013,0.576363,0.000000,0.937055
19.000,COOLDOWN,-0.043267,-0.367644,0.000000,0.031079,-0.045464,-0.336643,0.000000,-0.000220,0.000220,0.108339,0.194568,0.699772,0.591713,0.000000,0.936500
19.167,APPROACH,-0.043652,-0.361542,0.000000,0.017933,-0.046046,-0.343769,-0.000056,-0.000247,0.000254,0.100131,-0.097533,0.700006,0.600180,0.018008,0.935944
19.333,APPROACH,-0.045307,-0.346641,0.000000,0.011751,-0.047367,-0.335072,-0.000037,-0.000225,0.000228,0.110232,-0.200223,0.699968,0.590058,0.000000,0.935388
19.500,APPROACH,-0.047937,-0.331873,0.000000,0.005857,-0.048998,-0.337633,-0.000019,0.000001,0.000019,0.111433,-0.070983,0.700026,0.588933,0.000000,0.934833
19.667,APPROACH,-0.049199,-0.334881,0.000000,0.018539,-0.048351,-0.316362,0.000042,0.000588,0.000590,0.132768,0.082624,0.700022,0.567620,0.000000,0.934277
19.833,APPROACH,-0.048345,-0.319906,0.000000,0.007699,-0.048918,-0.327583,-0.000024,-0.000189,0.000191,0.104564,0.120212,0.699825,0.595616,0.000000,0.933721
20.000,ATTACK,-0.049382,-0.331903,1.233337,0.001645,-0.049357,-0.333547,-0.000009,-0.000011,0.000014,0.103210,-0.049951,0.700004,0.597186,0.000000,0.933166
20.167,ATTACK,-0.050690,-0.346631,1.303795,0.008119,-0.050332,-0.338519,0.000220,0.004915,0.004920,0.111039,-0.007593,0.700000,0.589745,0.000000,0.932610
20.333,COOLDOWN,-0.051134,-0.354176,0.000000,0.022937,-0.049917,-0.331271,0.000000,-0.000219,0.000219,0.117181,0.645222,0.699415,0.583305,0.000000,0.932042
20.500,COOLDOWN,-0.051127,-0.354098,0.000000,0.031756,-0.049178,-0.322402,0.000000,-0.000219,0.000219,0.104573,-0.277747,0.699980,0.596350,0.000000,0.931486
20.667,COOLDOWN,-0.051120,-0.354020,0.000000,0.018388,-0.049165,-0.335736,0.000000,-0.000219,0.000219,0.110026,-0.197020,0.699964,0.590810,0.000000,0.930930
20.833,COOLDOWN,-0.051113,-0.353941,0.000000,0.024927,-0.048386,-0.329164,0.000000,-0.000219,0.000219,0.119346,-0.172822,0.700046,0.581520,0.000000,0.930375
21.000,COOLDOWN,-0.051107,-0.353863,0.000000,0.028254,-0.047708,-0.325814,0.000016,0.000187,0.000188,0.123829,-0.012800,0.700124,0.577064,0.000000,0.929819
21.167,COOLDOWN,-0.051100,-0.353784,0.000000,0.023548,-0.047341,-0.330538,0.000046,0.000899,0.000901,0.119083,0.187837,0.699817,0.581451,0.000000,0.929264
21.333,APPROACH,-0.050074,-0.347906,0.000000,0.010802,-0.047234,-0.337484,-0.000003,-0.000206,0.000206,0.107563,0.362164,0.699738,0.592848,0.000000,0.928708
21.500,APPROACH,-0.047433,-0.333152,0.000000,0.003196,-0.047614,-0.336343,-0.000016,-0.000211,0.000211,0.103098,-0.203474,0.699991,0.597535,0.000000,0.928152
21.667,APPROACH,-0.046168,-0.324238,0.000000,0.011324,-0.048090,-0.335398,-0.000007,-0.000197,0.000197,0.110107,-0.194505,0.699966,0.590479,0.000000,0.927597
21.833,APPROACH,-0.048083,-0.339112,0.000000,0.003817,-0.048596,-0.335330,-0.000019,0.000001,0.000019,0.114136,-0.103483,0.700031,0.586503,0.000000,0.927041
22.000,ATTACK,-0.049774,-0.353850,0.200000,0.014793,-0.049012,-0.339077,0.000066,0.001027,0.001029,0.110371,-0.067836,0.700055,0.590289,0.000000,0.926486
22.167,ATTACK,-0.051465,-0.364587,1.819592,0.083594,0.026991,-0.335731,0.000000,-0.000218,0.000218,0.107030,-0.170701,0.700257,0.593623,0.000000,0.925895
22.333,COOLDOWN,-0.052648,-0.368815,0.000000,0.089919,0.024481,-0.322592,-0.000000,-0.000218,0.000218,0.123383,-0.218840,0.700050,0.576867,0.000000,0.925340
22.500,COOLDOWN,-0.052645,-0.368870,0.000000,0.083740,0.024481,-0.336253,-0.000000,-0.000218,0.000218,0.103514,0.039413,0.700032,0.596655,0.000000,0.924784
